,clean_tweet,label
413,بصيت بحارس الأمن على باب إيكيا وقلته ما بدك تسألني وين التطعيم هادا المكان الوحيد اللي كان فارق معايا كتيير الحمد لله على نعمة الحرية الحرية الطبية الحرية الطبية تنتصر ,Anti-vaccine
414,طااااط طاااااااط يالله طعموا خنسافر نعم للتطعيم ,Pro-vaccine
415,السلام عليكم ورحمة الله وبركاته لا للتطعيم الاجباري,Anti-vaccine
416,الحين فيه دول مو مطعمه المواطنين وتتعامل معاهم طبيعي ليش انتوا محنجينها ترى التطعيم مو حل مثل مافيه ناس ما طعمت حصبه و درن وجدري هم عادي الواحد ما يطعم كويفد,Anti-vaccine
417,الحمدالله على نعمة الكويت الغالية ،، جهود كبيرة يقومون بها ابطال الصفوف الامامية ، فهم يشعرون بتعب شديد لذلك يجب ان نقف معهم ونساعدهم في ازمة كوفيد ونخفف عليهم التعب ونبادر بالتطعيم ، بوركت جهود كل العاملين من موظفين ومتطوعين ،، شكراً لكم ،، و نعم للتطعيم ,Pro-vaccine
418,مو بس الكبار والطلبة حتى الأطفال سيجبرون على التطعيم لان هناك من له نسبة في مبيعات التطعيم اسالهم ليش بالاول قالوا الحوامل والاطفال ليس عليهم تطعيم والحين يطعمون الكويت الديوان الأميري مجلس الوزراء امير الكويت,Anti-vaccine
419,ولك اي صدام اي نعال نعم للتطعيم ,Pro-vaccine
420, تم التطعيم الحمدلله 🤲,Pro-vaccine
421,أي شخص مطعم جرعتين ويحضر الحين تحت قبة المارينا مول له جائزه نعم للتطعيم ,Pro-vaccine
422, ممكن نعتمد هاشتاق طس مع هاشتاق نعم للتطعيم ,Anti-vaccine
423,الخوف لا يمنع من الموت، ولكنه يمنع من الحياة … نجيب محفوظ حقيقة لا للتطعيم الاجباري الكويت تستحق الأفضل حياتك عباره عن ,Anti-vaccine
424,نشكر وزارة الصحة على دقة التنظيم والترتيب ولطف التعامل نعم للتطعيم,Pro-vaccine
426,لا تهتم لمستقبلك كلها فتره وتموت إن شاء الله لا للتطعيم الاجباري ,Anti-vaccine
427,الشعب الفرنسي يطلب حريته رافضين الاجبار على التطعيم رافضين ال QR code رافضين الدخول للأماكن العامة بشهادة التطعيم رافضين التمييز بين المطعمين والغير مطعمين الحرية الطبية ,Anti-vaccine
429,الحمدلله تم التطعيم واستكمال الجرعة الثانية ، كل الشكر الى د يوسف شمس الدين على توعية المجتمع وتشجعيهم والرد على كل التساؤلات بالأدلة العلمية ,Pro-vaccine
430,رغم اني مطعم ولكن ارفض التمييز مجلس الوزراء لا للتطعيم الاجباري,Pro-vaccine
431,اختيار الكلمات مسار الحرية لن امتثل لن امتثل,Anti-vaccine
432,إذا المطعّم بجرعتين لا يسلم من الإصابة ولا العدوى فلماذا الغير مطعّم هو الوحيد اللي مطالب بالمسحة المقترح أخذ قياس حرارة عند بوابة المدرسة فقط واللي عليه أعراض ياخذ مسحة أفتخر أني معلم اعتصام المعلمين معلمون ضد الاجبار نرفض المسحه الاسبوعيه لا للتطعيم الاجباري,Anti-vaccine
433,انخدعنا في الثمانينات كل بيت كان فيه عل الأقل متدين واحد يا مع الاخوان او السلف حتى وصلنا إلى داعش و من يخالفهم الرأي يقيمون عليه الحد كذلك الكادر الطبي يجبر و يجرم من يخالفه الرأي الفرق أن المتشددين ابقوا على اقنعتهم لسنين طويلة أما أقنعة الأطباء فسقطت لا للتطعيم الاجباري ,Anti-vaccine
434,انا لو يحصلي اخذ جرعة ثالثة من التطعيم راح اخذ عقب الحالات الي قاعده اشوفها والوفيات الي اسمع عنها كل يوم من ناس صغار بالعمر وماعندهم اي امراض مزمنه الله يحفظنا جميعا يارب من هالوباء نعم للتطعيم كورونا,Pro-vaccine
435,قياس درجة الحرارة يكفي سواء للمعلم أو الطالب ويؤدي الغرض المطلوب‼ أما موضوع الPCR وأسبوعياً فهو اجبار على التطعيم و لا للتطعيم الاجباري لا للتطعيم الاجباري ‼,Anti-vaccine
436,ياوزارة الصحه ممكن نعرف انتوا مو واثقين من اللقاح اللي ماخذ اللقاحين ويبي يسافر ياخذ مسحه في الكويت يوصل البلد اللي رايحله يسوي مسحه يبي يرجع الكويت يسوي مسحه يوصل الكويت يسوي مسحه وحجر اسبوع وبعد الاسبوع يسوي مسحه انتوا في هالحال ماتشجعون الناس للتطعيم تطعيم كورونا ,Anti-vaccine
437,كل شخص يدعم قرار فرض التطعيم الإجباري على البشر، بشكل مباشر أو غير مباشر، راح يشيل ذنب كل إنسان يتضرر نفسيًا أو جسديًا بسبب الأعراض الجانبية غير معروفة على المدى المتوسط والبعيد، من هذا القرار المتعسف إلى يوم الدين لا للتطعيم الاجباري,Anti-vaccine
438,سهالات والدور وايد وايد وايد وايد وايد وايد خفيف نعم للتطعيم ,Pro-vaccine
439,كلكم سوو رتويت ‍‍ لا للتطعيم الاجباري ,Anti-vaccine
440, نعم للتطعيم شكراً قناة العدالة ,Pro-vaccine
441, نعم للتطعيم لقاح كورونا وزارة الصحة وزير الصحه مااقول الا حسبي الله ونعم الوكيل صدقت يا دكتور ,Pro-vaccine
442,ولا جرعة لله الحمد والمنة ماغامرت بصحتي عشان سينما وسفرة الحرية الطبية تنتصر,Anti-vaccine
443, الحيوانات بالكويت قاعده تطعم من كرونا ومازال بعض البشر عندنا ماخذوا الجرعه الثانيه من اكسفورد اشوه اني تطعمت فايزر جرعتين وخلصت لا للتطعيم الاجباري نعم للتطعيم الاجباري تم التطعيم اقول قولي هذا لكم واستغفر الله لي ولكم شكرا ودمتم سالمين,Pro-vaccine
445, كلوب هاوس إمرأة ماخذة اللقاح أمس تسأل الدكتور وتقول له: أمس طعمت وآنا فيني مرض السيلياك وبعد التطعيم احتجت للاسعاف الطبي لأني تحسست واختنقت إجابة الدكتور: ماكو أي علاقة بين التطعيم واللي صار معاچ 🤷‍🤣🤣🤣,Anti-vaccine
446,حاله من الندم والحسره تسود المتطعمين بعد التغرير بهم لا للتطعيم الاجباري,Anti-vaccine
447, جلسه التعايش مع كورونا دول متقدمة في الطب والعلوم مثل بريطانيا والدنمارك وغيرها من الدول وصلوا إلى قرار التعايش مع فيلم الكورونا ونحن وزير الصحة عندنا يتكلم في لغة تصعيدية عن صلاحيته بالإجبار على تطعيم تجريبي ومجهول المكونات‼ لا يضمنون لك سلامة اللقاح ويتكلمون عن الإجبار‼,Anti-vaccine
448,الحمدلله يارب يا حبيبي شكرا صلاح الراشد شكرا الحرية الطبية تنتصر شكرا أنور الرشيد شكرا أبطال ساحة الارادة شكرا لكل من صمد وتحمل وتعرض للاهانه والتشكيك والتنمر اتهمتونا وقذفتونا باعراضنا ووطنيتنا واليوم نصر من الله وفتحا مبينا صلاح الراشد مسار الحرية,Anti-vaccine
449,مواطنة من ساحة الارادة: مستمرون بالمطالبة بالحرية الطبية ساحه الاراده كيف نجوت من اللقاح ,Anti-vaccine
450,انا طعمت راح انحجر بالبيت لا سمح الله صار الحظر الحظر الجزئي,Pro-vaccine
452,عشان نرجع حياتنا الطبيعية وما نقعد چذي ببيوتنا حتى يوم القيامة، وعشان صحتنا وصحة أحبابنا وعشان المسؤولية المجتمعية، كلنا لازم نرفع شعار نعم للتطعيم ,Pro-vaccine
